well,manufacture,run,trl,pulling_date,failure_mode,category,failure_item,failure_item_specific,general_failure_descriptor,detailed_failure_descriptor,general_failure_cause,specific_failure_cause,recommendation,area,package,runlife_code,data_reference,difa_meeting_with_vendor,failure_component_pump,failure_component_motor,failure_component_protector,reservoir_fluids,note,failure_component_mle,failure_component_main_cable,failure_component_gas_separator_or_intake,installation_date,difa_date,dhp_date
WE-27,Powerlift,553.0,605.0,2008-06-17 00:00:00,EDHP,DIFA Eksternal,Protector,Bag,Mechanical Failure,Punctured,Design Related,Improper Equipment Capacity,Possible root cause: inadequate oil volume due to mechanical seal between the bags --> excessive oil contraction during ESP shut in --> Bags punctured at bag frame hole --> water ingress to protector --> water ingress to motor --> motor burnt --> EDHP Recommendation: 1. use protector without mechanical seal between the bags for big HP motor,NBU,,GREEN,DIFA,Not Yet,,,Bag,,"DIFA Finding: 1. Pump LT : Shaft rotation free, O-ring hard, impeller UT washer worn and eroded, diffuser DT pad worn and eroded Pump UT: Shaft rotation free, O-ring hard, impeller UT washer worn and eroded, diffuser DT pad worn and eroded 2. Intake : Shaft rotation free 3. Protector LT: Shaft rotation free, top bag-bottom bag-thrust chamber contains clear oil and water, thrust chamber clear oil and water, all mechanical seal leaking, top bag punctured, bottom bag punctured. Protector UT: Shaft rotation free, top bag-bottom bag contains clear oil and water, thrust chamber contains clear oil and water, all mechanical seal leaking, top bag blistered and punctured, bottom bag blistered 4. Motor ST: Shaft rotation free and discolored, P-P = 9,98/9,6/99,4 Ohm (failed), P-G = 75,6/65,1/9,21 ohm (failed), dark oil and water inside motor, housing blistered paint and drag/scratch mark, thrust bearing worn, pothead o-ring harden 5. Sensor: No DIFA data 6. Cable: No DIFA data, New cable H316",,,,2006-11-30,2008-06-25,2008-06-05
WB-10,Powerlift,240.0,858.0,2008-08-28 00:00:00,DHP TL,DIFA Eksternal,Tubing,Body,Mechanical Failure,Leaking,Other,Tubing Leak,"Possible Root Cause: Tubing leak above pump --> No BUP --> declare DHP TL Note from DDR: Found 2 holes on tubing just above pump with 1/2"" and 3/4"" due to corrosive Recommendations: 1. Improve tubing QC",NBU,,ORANGE,DIFA,Not Yet,,,,,"DIFA Finding: 1.Pump UT: Shaft rotation free, UT washer missing, diffuser slight thrust wear, housing blistered paint. Pump LT : Shaft rotation free, UT washer missing, diffuser slight thrust wear, housing blistered paint 2. Protector UT: Shaft rotation free, all bag/thrust chamber contains Clear Oil-Water, all mechanical seal and bag air pressure test leaked, housing blistered paint. Protector LT : Shaft rotation free, all bag contains Clear Oil-Water, thrusct chambe contains clear oil, top mechanical seal and top bag air pressure test leaked, housing blistered paint. 3. Motor UT : Shaft rotation free, Reading P-P= 0.69/0.69/0.69 Ohm (Good), P-G=2000/2000/2000 Mohm (Good), contains dark oil and free of water, rotor bearing sleeve worn, Rotor corroded, Pothead O-Ring swollen, shaft spline corroded, copper debris inside oil, housing blistered paint and scarred axially. Motor LT : Shaft rotation free, Reading P-P= 0.69/0.69/0.69 Ohm (Good), P-G=2000/2000/2000 Mohm (Good), contains clear oil, rotor bearing sleeve worn, pothead O-Ring swollen, thrust bearing and runner severly worn, copper debris inside oil, housing blistered paint and scarred axially. 4. Sensor : No DIFA data. 5. Cable : No DIFA data. Note from DDR: Found 2 holes on tubing just above pump with 1/2"" and 3/4"" due to corrosive",,,,2007-11-06,2008-09-11,2008-07-02
WE-C17,Powerlift,661.0,340.0,2008-10-10 00:00:00,EDHP,No DIFA,Pump,Stages,Material Failure,Eroded,Operation Related,Normal Wear And Tear,Possible root cause: This ESP had been running 661 days (TRL 340 days) => pumpe severely worn and erroded due to sand => ESP running in high ampere => pothead pin terminal cavity melted => pothead grounded => EDHP Recommendation: 1. Apply sand control. 2. Use abrasion resistance pump.,NBU,Old,GREEN,DIFA,,Stages,,,,"DIFA Finding: 1. Pump UT: Shaft rotation free, head/base corroded-erroded, housing corroded, all bushing/sleeve cracked, o-ring hard, impeller UT washers moderate wear, diffusers erroded-moderate thrust wear, impellers erroded. Pump LT: Shaft rotation free, head/base corroded-erroded, housing corroded, all bushing/sleeve cracked, o-ring hard, impeller UT washers moderate wear, diffusers erroded-moderate thrust wear, impellers erroded. 2. Intake: Intake: Shaft rotation free, head/base corroded, intake holes erroded, housing corroded, bottom radial bearings uniform wear. 3. Protector UT: Shaft rotation free, dark oil with water inside all chambers, base bushing uniform radial wear, shaft broken, downthrust bearing/runner negligible wear, top bag teared-blistered, bottom bag leaks-blistered, top mechanical seal leaks, upper bag - lower bag mechanical seal bellow cracked-leaks. Protector LT: Shaft rotation free, dark oil inside all chambers, bottom bag punctured, top mechanical seal leaks, upper bag - lower bag mechanical seal bellow cracked-leaks. 4. Motor UT: Shaft rotation free, P-G= 2000 Mohm x 3 (good), P-P= 0.64 ohm x 3 (good), dark oil inside motor, terminal cavity melted, housing corroded-leaks at pothead, rotor bearing sleeve worn, pothead scored-corroded, o-ring swollen. Motor LT: Shaft rotation free, P-G= 2000 Mohm x 3 (good), P-P= 0.63/0.631/0.63 ohm (good), dark oil inside, housing corroded-scarred axially, rotor bearing sleeve worn. 5. Sensor: Sensor GRC1800 is intact. 6. Cable: Cable explosion armor, H316/NEW when the cable is downhole. The small flat cable head is damaged.",,,,2006-11-02,2008-10-24,2008-08-24
WB-15,Powerlift,208.0,730.0,2008-10-22 00:00:00,EDHP,DIFA Eksternal,Protector,Bag,Mechanical Failure,Punctured,Design Related,Improper Equipment Capacity,Possible root cause: Motor oil contraction during ESP start stop --> Inadaquate protector oil capacity to handle the oil contraction --> Bag and Mechanical seal bellow punctured --> water ingressed to protector and motor --> motor burned at end coil and pothead pin --> EDHP. Recommendation : 1. Use BPBSL Protector without mechanical seal between bag for high HP Motor.,NBU,,ORANGE,DIFA,Not Yet,,,Bag,,"DIFA Finding: 1. Pump UT: Shaft rotation free, UT washer missing, diffuser slight thrust wear. Pump LT : Shaft rotation free, UT washer missing. 2. Protector UT : Shaft rotation free, all bag and thrust chamber contains dark oil-water, top bag cracked, upperbag-lower bag mechanical seal bellow cracked. Protector LT : Shaft rotation free and shaft discolored, all bag and thrust chamber contains dark oil-water, bottom bag cracked, top mechanical seal bellow cracked. 3. Motor UT : Shaft rotation free and shaft scored, Reading P-P= 5.13/0.34/11.1 Ohm (Failed), P-G=5.58/4.15/8.81 Mohm (Failed), contains dark oil and water, thrust bearing and runner moderate worn, rotor bearing sleeve worn, housing blistered paint, Worn OD Rotor, burned leads, pothead o-ring hard. Motor LT: Shaft rotation free, Reading P-P= 0.689/0.692/0.690 Ohm (Good), P-G=180/180/180 Mohm (Failed), contains dark oil and water, rotor bearing sleeve worn, housing blistered paint, worn OD and corroded rotor, pothead o-ring hard. 4. Cable : From pulling out found blow out Round Cable at 3 jts below Hanger and Burnt Out MLE at 1ft above head pump. 5. Sensor : The sensor GRC1800 damaged.",,,,2008-03-01,2008-10-30,2008-09-24
NE-C7,Reda,59.0,266.0,2008-10-30 00:00:00,MDHP,DIFA Internal,Pump,Shaft,Mechanical Failure,Stuck,Reservoir Related,Reservoir Fluids,Possible root cause: Scale and abrasive build up on pump stages --> Shaft rotation stuck --> ESP Trip Overload --> MDHP Recommendations: 1. Apply scale inhibitor,SBU,,RED,DIFA,,Stages,,,Scale,"DIFA Findings: 1. Pump UT : Shaft rotation stuck, top-mid bushing uniform worn, mid-bottom bushing uniform worn, UT washer missing, DT washer moderate wear, diffuser scaled, impeller scaled and moderate radial wear and slight thrust wear, housing blistered paint Pump CT : Shaft rotation stuck, top-mid bushing uniform worn, mid-bottom bushing uniform worn, UT and DT washer slight wear, diffuser scaled, impeller scaled and moderate radial wear and axial wear, housing blistered paint Pump LT : Shaft rotation rough, housing blistered paint AGH: shaft rotation stuck, DT washer moderate wear, UT washer slight wear, impeller moderate radial wear, diffuser moderate radial wear, DT washer moderate wear, UT washer slight wear, housing inside scaled 2. Intake : Shaft rotation free, intake screen missing, top radial bearing uniform wear, bottom radial bearing uniform radial wear, housing blistered paint",,,,2007-11-13,2008-02-19,2008-01-11
WC-07,Powerlift,880.0,1122.0,2008-12-03 00:00:00,EDHP,DIFA Eksternal,Main Cable,Insulation,Electrical Failure,Short Circuit,Reservoir Related,Reservoir Fluids,Possible root cause: Manually off due to repair leaking flow line --> sand settling inside pump stages --> ESP running in high ampere --> trip overload --> cable insulation degraded during troubleshooting --> cable low reading --> EDHP Recommendations: '1. Apply sand control,NBU,,GREEN,DIFA,,,,,Sand,"DIFA Finding: 1. 'Pump UT: Shaft rotation turns free, overall pump was in good condition Pump LT: Shaft rotation turns free, overall pump was in good condition 2. Intake: Shaft rotation turns free, overall in good conditions 3. 'Protector UT: Shaft rotation turns free, oil condition clear oil at all section Protector LT: Shaft rotation turns free, oil condition clear oil at all section 4. 'Motor UT: Shaft rotation turns free, Stator reading P-P reading result good, P-G reading result good, oil condition clear oil Motor LT: Shaft rotation turns free, Stator reading P-P reading result good, P-G reading result good, oil condition clear oil 5. Sensor: No DIFA Data 6. Cable: No DIFA Data",,Insulation,,2006-06-24,2008-12-18,2008-11-20
WB-27,Powerlift,55.0,634.0,2009-01-09 00:00:00,EDHP,DIFA Internal,Motor,O-Ring,Material Failure,Hardened,Fabrication Related,Manufacturing Problem,Possible Root Cause: Improper lockplate welding procedure --> o-ring melted and leaking at motor's head joint to housing under the lockplate --> water ingress to into motor --> motor burned --> EDHP. Recommendation: 1. Refresh training for lockplate welding and ensure every technician follow SOP.,NBU,,RED,DIFA,Not Yet,,O-Ring,,,"DIFA Finding: 1. Pump UT: Shaft stuck, sand on impeller/diffuser, housing scarred axially Pump LT : Shaft stuck, sand on impeller/diffuser, housing scarred axially 2. Intake : Shaft rotation free and scaled housing. 3. Protector UT : Shaft rotation free, top bag contains Dark oil-water and bottom bag/labyrinth thrust contains Clear oil-Water, top bag collapsed, housing corroded, o-ring inside top vent valve crack Protector LT : Shaft rotation free, top bag contains clear oil-water, bottom bag contains clear oil and thrust chamber contains dark oil-water,housing corroded, bottom bag fastener loose, o-ring inside top vent valve crack. 4.Motor ST : Shaft rotation free and shaft discolored, Reading P-P= 213.3/24.4/224.9 Ohm (Failed), P-G=58.4/245/45.5 Mohm (Failed), contains dark oil and water, leaking at head joint to housing under lockplate, thrust bearing and runner severly worn, rotor bearing sleeve worn, lamination burned, pothead o-ring hard, housing corroded 5. Sensor : GRC sensor burned 5. Cable : NO DIFA data.",,,,2008-10-25,2009-01-22,2008-12-18
WJ-C13,Powerlift,573.0,646.0,2009-02-13 00:00:00,EDHP,DIFA Eksternal,Protector,Mechanical Seal,Mechanical Failure,Leaking,Reservoir Related,Reservoir Fluids,Possible root cause: sand produce from reservoir --> pump stages severe eroded --> sand ingress to protector --> mechanical seal leak --> water ingres to protector and motor --> motor burnt --> EDHP Recommendation: 1. Apply sand control,NBU,,GREEN,DIFA,Not Yet,,,,,"DIFA Finding: 1. 'Pump ST: Shaft rotation turns free, top-mid-bot bushing sleeve uniform radial wear, o-ring hard, UT washer moderate wear, diffusers were eroded and moderate thrust wear, impellers were eroded and severe thrust wear 2. BOI: Shaft rotation turns free, base corroded and eroded, intake screen corroded, housing was corroded 3. 'Protector UT: Shaft rotation turns free, shaft uniform radial wear and spline radial wear, oil condition from top-bottom-thrust chamber dark water, head and base bushing were uniform radial wear, downthrust runner and bearing were severe wear, top and bottom bag were leaked, top and upper bag-lower bag mechanical seal were leaked, relief valve were cracked Protector LT: Shaft rotation turns free, shaft uniform radial wear and spline radial wear, oil condition from top-bottom-thrust chamber dark water, top bag collapsed, bottom bag were leaked and cracked, top and upper bag-lower bag mechanical seal were leaked, relief valve were cracked 4. Motor ST: Shaft rotation turns free, shaft has discolored, stator P-P and P-G reading result failed, leads burned, oil condition dark-water, housing were corroded and scored, rotor bearing sleeve worn, terminal block melted and burned, pot head o-ring hard 5. Sensor: No DIFA 6. Cable: No DIFA",,,,2007-06-14,2009-02-13,2009-03-18
WF-13,Powerlift,664.0,649.0,2009-05-21 00:00:00,EDHP,No DIFA,Penetrator Assy,Lower Connector,Mechanical Failure,"Ruptured,burst",Operation Related,Operating Procedure,Possible Root Cause: Improper bleed off process => round cable at connector explossion decompression => EDHP Recommendation: 1. Ensure bleed off procedure performed as per TKI.,NBU,Old,GREEN,DIFA,Not Yet,,,,,"DIFA Finding: 1. Pump UT: Shaft rotation free, housing blistered paint, impellers/diffusers slight radial wear. Pump LT: Shaft rotation free, housing blistered paint, impellers/diffusers slight radial wear. 2. Intake: Shaft rotation free, housing blistered paint. 3. Protector UT: Shaft rotation free, dark oil with water inside top bag, clear oil with water inside bottom bag/labyrinth chamber, head erroded, housing blistered paint, top bag leaks-teared, bottom bag leaks, top mechanical seal/upper bag - lower bag mechanical seal leaks. Protector LT: Shaft rotation free, clear oil with water inside top bag, clear oil inside bottom bag/labyrinth chamber, housing blistered paint, top/bottom bag leaks, top mechanical seal/upper bag - lower bag mechanical seal leaks. 4. Motor UT: Shaft rotation free, P-P= 0.57/0.57/0.56 ohm (good), P-G= 2000 Mohm x 3 (good), clear oil inside, housing blistered paint-scarred mark-leaks at MLE, rotor bearing sleeve worn, pothead o-ring swollen. Motor LT: Shaft rotation free, P-P= 0.56/0.56/0.56 ohm (good), P-G= 2000 Mohm x 3 (good), clear oil inside, housing blistered paint-scarred mark, rotor bearing sleeve worn. 5. Sensor: No DIFA data. 6. Cable: blow out 10 ft below hanger, explossion decompression at lower connector cable (from pulling).",,,,2007-07-10,2009-06-03,2009-05-03
WI-04,Powerlift,328.0,476.0,2009-09-30 00:00:00,DHP TL,DIFA Eksternal,Tubing,Body,Mechanical Failure,Leaking,Other,Tubing Leak,Possible Root Cause: Tubing leak 11 jts bellow hanger --> No BUP --> declare DHP TL Recommendations: 1. Improve tubing QC,NBU,,ORANGE,DIFA,,,,,,"DIFA Finding: 1. Pump UT: Shaft rotation free, housing blistered paint Pump LT: Shaft rotation free, housing blistered paint 2. Intake: Shaft rotation free 3. Protector UT: Shaft rotation free and scored, clear oil on top/bottom, clear oil and water on thrust chamber, housing blistered paint Protector LT: Shaft rotation free, clear oil on top/bottom/thrust chamber, housing blistered paint, scratch mark, and missing drain plugs 4. 'Motor UT: Shaft rotation free, P-G= 2000 Mohm x 3 (good), P-P= 0.44, 0.44, 0.45 ohm (good), clear oil inside motor, housing blistered paint and scratch mark, rotor bearing sleeve worn Motor LT: Shaft rotation free, P-G= 2000 Mohm x 3 (good), P-P= 0.44 ohm x 3 (good), clear oil inside motor, housing blistered paint and scratch mark, rotor bearing sleeve worn 5. Sensor: No DIFA report, good condition 6. Cable: No DIFA report",,,,2008-10-08,2009-10-12,2009-09-01
WE-29,Powerlift,983.0,638.0,2010-08-04 00:00:00,EDHP,No DIFA,Protector,Bag,Material Failure,Cracked,Operation Related,Normal Wear And Tear,Possible root cause: The ESP had been running for 983 days (TRL 638 days) --> Bag and mechanical seal quality degraded overtime --> Protector LT bag cracked and protector UT mechanical seal leaks --> water ingress to protector --> water ingress to motor --> motor leads burned --> EDHP Recommendation: 1. Perform wellbore clean out 2. apply scale inhibitor,,,GREEN,DIFA,,,,Bag,,"DIFA Finding: 1. 'Pump ST: Shaft rotation free, O-ring hard, impeller UT washer worn and DT washer missing, diffusers DT pad worn and plugged with sand & scale. 2. Intake : Shaft rotation free, Gas separator rotor little worn 3. 'Protector LT: Shaft rotation free and uniform radial wear, top bag-bottom bag cracked and collapsed ,top bag-thrust chamber contains dark water, top mechanical seal bellow harden, upper bag-lower bag mechanical seal harden Protector UT: Shaft rotation free and uniform radial wear, top bag-botom bag-thrust chamber contains dark-water, upper bag-lower bag mechanical seal bellow harden 4. 'Motor ST: Shaft rotation free, P-P = 0,69/40,69/133,42 Ohm (failed), P-G = 167,6/41,79/133,83 ohm (failed), burn leads, dark water inside motor, housing scarred axially, rotor bearing sleeve worn, pothead o-ring harden 5. Sensor: No DIFA Data, Sensor in good condition 6. Cable: No DIFA Data, Cable in no good condition due to burnt 150m from top",,,,2007-11-19,2010-11-03,2010-07-29
WE-49,Powerlift,1129.0,618.0,2010-08-09 00:00:00,Others,No DIFA,No ESP Failure,No ESP Failure,Other,Other,Other,Logging,Possible Root Cause: ESP manual off for logging job => DHP other Recommendation: 1. Perform wellbore clean out. 2. Apply scale inhibitor,NBU,Old,GREEN,DIFA,Not Yet,,,,,"DIFA Finding: 1. Pump ST: Shaft rotation free, head/base corroded-erroded, shaft radial wear, bushing/sleeve uniform worn, o-ring hard, impellers DT/UT washer moderate wear, diffusers had sand & scale deposit-erroded-moderate radial wear, impellers had sand & scale deposit-erroded-moderate thrust wear-moderate radial wear. 2. Intake: Shaft rotation free, head erroded-corroded, base/intake holes/housing errorded. 3. Protector UT: Shaft rotation free, dark oil with water inside all chambers, head bushing uniform radial wear, housing blistered paint, shaft uniform radial wear, top bag teared-blistered-leaks, bottom bag leaks-ruptured-blistered, top/lower bag - labyrinth mechanical seal leaks, upper bag - lower bag mechanical seal bellow worn-leaks. Protector LT: shaft rotation free, clear oil inside all chambers, shaft uniform radial wear, bottom bag leaks, top mechanical seal leaks, lower bag - labyrinth mechanical seal bellow worn-leaks. 4. Motor ST: Shaft rotation free, P-P= 0.971/0.971/0.973 ohm (good), P-G= 2000 Mohm x 3 (good), clear oil inside motor, housing blistered paint, rotor bearing sleeve worn, pothead o-ring swollen. 5. Sensor: No DIFA data. 6. Cable: MLE scrateched probably during lifting process.",,,,2007-07-06,2010-08-23,2010-08-07
WC-14,Powerlift,574.0,504.0,2010-09-11 00:00:00,EDHP,DIFA Eksternal,Main Cable,Armor,Material Failure,Worn,Installation Related,Installation Procedure,Possible Root Cause: Round cable armor scarred axially during RIH => cable blown do to decompression => cable insulation low reading => EDHP Recommendation: 1. Ensure rig centered to the wellbore to avoid cable damaged. 2. RIH carefully when passing through high DLS or suspected casing damaged area.,NBU,Old,GREEN,DIFA,Not Yet,,,,,"DIFA Finding: 1. Pump ST: Shaft rotation free, housing blistered paint, o-ring hard, impellers/diffusers had sand/scale deposit. 2. Gas Separator: Shaft rotation free, housing blistered paint, shaft uniform radial wear, separator section erroded. 3. Protector UT: Shaft rotation free, clear oil inside all chambers, housing blistered paint, bottom bag leaks-loose clamp, upper bag-lower bag mechanical seal leaks. Protector LT: Shaft rotation free, clear oil inside all chambers, top bag leaks-punctured, top mechanical seal bellow cracked-leaks. 4. Motor ST: Shaft rotation free, P-G= 2000 Mohm x 3 (good), P-P= 0.9 ohm x 3 (good), clear oil inside motor, rotor bearing sleeve worn, pothead o-ring swollen. 5. Sensor: No DIFA data. 6. Cable: From DDR found cable blown and scared axially (from tubing hanger to packer) P-G =40 OHM, 66.3 OHM, 63.3 OHM (BAD).",,Armor,,2009-01-16,2010-09-06,2010-08-12
WH-09,Powerlift,1208.0,476.0,2010-10-12 00:00:00,EDHP,No DIFA,Protector,Bag,Mechanical Failure,Punctured,Operation Related,Normal Wear And Tear,Possible root cause: This ESP had been running for 1208 days (above TRL 476 days and above ARL OSES 630 days) => Protector bag degraded overtime => all protector bags punctured or teared => water ingress to protector and motor => motor burnt => EDHP Recommendation: Use the same ESP configuration for next ESP installation,,,GREEN,DIFA,,,,Bag,,"DIFA Finding: 1. Pump ST: Shaft rotation free, o-ring hard, UT washer worn 2. Intake: Shaft rotation free, head worn 3. Protector UT: Shaft rotation free and uniform radial wear, dark oil with water at top/bottom/thrust camber, base bushing uniform radial wear, down thrust bearing and thrust runner moderate wear, top bag punctured and bottom bag teared, mechanical seal bellows worn and leaks Protector LT: Shaft rotation free and uniform radial wear at snap ring's hole, dark oil with water at top/bottom/thrust camber, head bushing uniform radial wear, down thrust bearing and thrust runner severe wear, top bag teared and bottom bang punctured, mechanical seal bellows worn and leaks 4. Motor ST: Shaft rotation free, P-G= 52.37, 53.89, 6.29 ohm (failed), P-P= 50.26, 6.7, 6.29 ohm (failed), dark oil and water inside motor, housing leaks at base joint, down thrust bearing and thrus runner heated, rotor bearing sleeve worn, pot head o-ring swollen 5. Sensor: not good condition 6. Cable: no DIFA data",,,,2007-02-23,2010-10-26,2010-06-15
WH-01,Powerlift,1443.0,476.0,2010-10-14 00:00:00,EDHP,No DIFA,Protector,Bag,Mechanical Failure,"Ruptured,burst",Operation Related,Normal Wear And Tear,Possible Root Cause: This ESP had been running for 1443 days (above TRL : 476 days and above OSES ARL) -> Bag quality degrade overtime -> Bag burst and torn -> Water ingress to protector and motor -> Motor burned -> EDHP Recommendations : 1. Use BSBSL protector (no mechanical seal between the bags) for high HP motor.,NBU,,GREEN,DIFA,,,,,,"DIFA Finding : 1. Pump UT : Shaft rotation free, All bushing/sleeve worn, O-ring hard, Impeller UT washer moderate wear, Diffusers erroded and moderate thrust wear, Impellers erroded and moderate radial wear. Pump LT : Shaft rotation free, All bushing/sleeve worn and Top-mid bushing/sleeve broken, O-ring hard, UT washer moderate wear, Diffusers erroded and moderate thrust wear, Impellers erroded and moderate radial wear. 2. Intake : overall in good condition 3. Protector UT : Shaft rotation free, Dark oil with water inside all chambers, Head-Base bushing uniform radial wear, Downthrust bearing severe wear and Thrust runner downthurst severe wear, Top-bottom bag teared, Top and upper bag-lower bag mechanical seals leaks, upper bag-lower bag mechanical seal's bellow cracked. Protector LT : Shaft rotation free, Dark oil with water inside all chambers, Head-Base bushing uniform radial wear, Shaft uniform radial wear, Downthrust bearing moderate wear and Thrust runner downthurst moderate wear, Top-bottom bag punctured and blistered, Top and upper bag-lower bag mechanical seals leaks, upper bag-lower bag mechanical seal's bellow cracked. 4. Motor UT : Shaft rotation free, P-G = 7.51/18.95/8.21 (bad), P-P= 22.61/0.81/20.73 (bad), Dark oil and water inside motor, Base bushing uniform radial wear, Rotor bearing sleeve scored, Stator leads burned, Pothead o-ring swollen, Pothead leaking. Motor LT : Shaft rotation turns hard, P-G = 2000 Mohm x 3 (good), P-P= 0.65 x 3 (good), Dark oil and water inside motor, Head bushing uniform radial wear, Down thrust bearing-Down thrust runner moderate wear, Rotor bearing sleeve scored, Pothead o-ring swollen. 5. Sensor : No DIFA Data 6. Cable : No DIFA Data",,,,2006-10-16,2010-10-27,2010-09-28
WE-25,Powerlift,116.0,638.0,2010-12-12 00:00:00,EDHP,DIFA Internal,Protector,Mechanical Seal,Mechanical Failure,Leaking,Fabrication Related,Manufacturing Problem,Possible Root Cause: Bad quality of mechanical seal => mechanical seal leaked => water ingress to protector => water ingress to motor => motor burned => EDHP Recommendation: 1. Improve mechanical seal quality.,NBU,Old,ORANGE,DIFA,Not Yet,,,Mechanical Seal,,"DIFA Finding: 1. Pump UT: Shaft rotation free, o-ring brittle, impellers UT washer missing, impellers eroded, diffusers eroded-slight thrust wear. Pump LT: Shaft rotation free, o-ring brittle, impellers UT washer missing, impellers eroded, diffusers eroded-slight thrust wear. 2. Intake: Shaft rotation free. 3. Protector UT: Shaft rotation free, dark oil with water inside all chambers, base bushing/shaft uniform radial wear, housing blistered paint, downthrust bearing/runner moderate wear, top bag/bottom bag/top mechanical seal leaks, upper bag-lower bag mechanical seal bellow cracked-leaks. Protector LT: Shaft rotation free, dark oil with water inside all chambers, housing blistered paint, top bag/top mechanical seal leaks, bottom bag leaks-punctured. 4. Motor UT: Shaft rotation free, P-G= 298.95/165.73/86.41 ohm (failed), P-P= 117.9K/124.6K/5.84 ohm (failed), dark oil with water inside, housing leaks at head joint-scared axially, shaft scored, rotor bearing sleeve worn, pothead o-ring hard-swollen, leads burned. Motor LT: Shaft rotation free, P-G= 16.43 kohm x 3 (failed), P-P=0.588 ohm x 3 (good), clear oil with water inside, housing scared axially, rotor bearing sleeve worn. 5. Sensor: Not good condition 6. Cable: No DIFA data.",,,,2010-08-01,2011-01-03,2011-11-25
SD-09,Powerlift,138.0,545.0,2011-07-18 00:00:00,EDHP,DIFA Internal,Protector,Bag,Mechanical Failure,"Ruptured,burst",Fabrication Related,Manufacturing Problem,Possible Root Cause : Bad quality elastomer ( bag and mechanical seal bellows) -> Bag and mechanical seal bellows torn -> Water ingress to protector -> Water ingress to motor -> Motor burned -> EDHP Recommendation : 1. Improve elastomer quality.,CBU,,ORANGE,DIFA,,,,Bag,,"DIFA Finding : 1. Pump UT : Shaft rotation free, O-ring harden, DT washer severe wear, Diffusers moderate thrust wear. Pump LT : Shaft rotation free, O-ring harden, DT washer moderate wear. 2. Intake : Shaft rotation free, Overall in good condition 3. Protector UT : Shaft rotation free, Dark-Water inside all chamber, Head and Base bushing uniform radial wear, Shaft uniform radial wear, Downthrust Bearing and Thrust Runner moderate wear, Top and Bottom bag punctured, Top and Upper bag - Lower bag mechanical seal leak. Protector LT : Shaft rotation free, Dark-Water inside all chamber, Bottom bag collapsed and punctured, Top mechanical seal leak. 4. Motor ST : Shaft rotation free, P-P : 95.93 x 106.45 x 13.34 (Failed), P-G : 3 x 0 Mohm (Failed) , Dark oil and water inside motor, Head and Base bushing uniform radial wear, Shaft scored, Rotor bearing sleeve worn, Stator Burned top end turn. 5. Cable : No DIFA Data 6. Sensor : No DIFA Data",,,,2010-12-18,2011-07-19,2011-05-05
WF-13,Powerlift,737.0,681.0,2011-08-08 00:00:00,EDHP,No DIFA,Tubing,Body,Mechanical Failure,Leaking,Other,Tubing Leak,Possible Root Cause: Bad quality tubing or corrosive/erosive well fluid --> tubing leak at joint #19 --> fluid jetting at leaking point on cable armor --> cable burnt at leaking point --> cable grounded --> EDHP Reccomendation: 1. Improve tubing quality 2. Apply sand control,NBU,,GREEN,DIFA,,,,,,"DIFA Finding : 1. Pump UT : Shaft stuck, O-ring harden, UT washer moderate wear, Diffusers erroded and moderate radial wear, Impellers erroded, moderate radial and thrust wear, head and base bushing sleeve worn Pump LT : Shaft stuck, O-ring harden, UT washer moderate wear, Diffusers erroded and moderate radial wear, Impellers erroded, moderate radial and thrust wear, head and base bushing sleeve worn 2. Intake : Shaft rotation free, base bushing slightly worn 3. Protector UT : Shaft rotation free, Dark-Water inside top bag chamber, Top Bag teared, Top and Upper bag - Lower bag mechanical seal leak, Upper bag - Lower bag mechanical seal bellows cracked. Protector LT : Shaft rotation free, Dark inside all chamber. 4. Motor UT: Shaft rotation free, Stator P-P reading result 0.43ohm x3 (good) stator P-G reading result 2000mohm x3 (good), Dark oil and copper inside motor, housing bent-leaked, thrust bearing heated, rotor bearing sleeve worn, shaft discolored-worn-heat, o-ring harden, head and base busing worn Motor LT: Shaft rotation free, Stator P-P reading result 0.45ohm x3 (good) stator P-G reading result 2000mohm x3 (good), Dark oil and copper inside motor, base damaged, head bushing worn, housing scratched, broken bearing and runner, rotor bearing sleeve worn, o-ring harden, rotors scored, shaft worn-heat. 5. Sensor: No DIFA data 6. Cable: Cable burnt at joint #19 Pulling findings from DDR: - Tubing leak at joint #19",,,,2009-05-22,,2011-05-29
